ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,55285 4 55799 11 56318 13 56836 15 57354 17 57872 18 58390 20 58908 23 59427 24 59947 23 60468 21 60987 20 61508 18 62028 16 62549 13 63070 10 63591 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,27795 12 28313 16 28831 20 29349 21 29867 22 30386 22 30905 22 31423 23 31942 24 32462 23 32981 23 33500 22 34019 22 34539 20 35059 17 35578 15 36099 12 36621 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,118126 5 118644 8 119159 13 119677 15 120195 17 120714 17 121233 18 121753 17 122272 17 122794 14 123316 11 123836 9 124358 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,130584 4 131103 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,12271 2 12787 7 13303 11 13820 14 14338 17 14857 18 15376 20 15894 21 16413 22 16932 22 17451 22 17970 22 18489 22 19008 22 19527 22 20047 21 20566 20 21086 19 21606 17 22126 15 22646 12 23166 9 23688 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,78702 6 79220 7 79737 8 80256 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,41864 9 42381 15 42899 18 43417 20 43935 22 44453 24 44972 24 45491 25 46010 25 46529 25 47048 25 47567 24 48086 24 48606 22 49125 21 49646 18 50167 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,12317 7 12835 10 13352 13 13870 14 14388 16 14906 17 15424 19 15942 20 16460 21 16979 20 17497 21 18016 21 18535 20 19054 20 19573 19 20093 18 20612 17 21132 15 21651 14 22171 12 22691 10 23213 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,22218 6 22734 10 23251 14 23769 15 24287 17 24806 17 25324 18 25843 18 26362 18 26880 19 27399 19 27917 20 28436 20 28955 19 29474 19 29993 18 30511 19 31030 19 31550 17 32069 16 32589 13 33108 12 33628 9 34148 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,118747 4 119264 7 119782 9 120301 9 120819 10 121338 10 121857 10 122376 10 122895 9 123414 9 123933 9 124452 8 124973 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,455 2 974 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,458 4 978 3 1498 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,27977 6 28494 12 29012 16 29529 19 30047 21 30075 7 30565 22 30591 13 31084 39 31602 40 32121 40 32640 40 33158 41 33677 42 34196 42 34715 43 35234 43 35753 44 36272 44 36791 44 37311 42 37830 15 37848 24 38351 11 38368 22 38871 8 38888 20 39408 18 39928 15 40452 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,51877 3 52394 7 52912 9 53431 9 53949 11 54468 11 54987 12 55506 12 56025 13 56544 13 57063 13 57583 12 58102 13 58621 13 59140 13 59659 13 60179 12 60698 12 61217 12 61737 11 62256 11 62776 10 63295 9 63815 8 64335 6 64856 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,505 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2049 3 2305 4 2342 5 2561 5 2593 11 2817 6 2833 7 2848 14 3073 7 3086 11 3104 15 3329 9 3339 16 3359 17 3585 27 3615 18 3841 28 3870 19 4097 49 4353 49 4609 49 4865 50 5121 50 5377 50 5633 50 5889 49 6145 49 6401 3 6408 41 6665 39 6922 37 7179 34 7436 17 7455 12 7693 13 7951 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,13825 2 14081 4 14337 5 14593 6 14849 6 15105 6 15361 6 15617 6 15873 6 16129 6 16385 6 16641 5 16897 5 17153 4 17409 4 17665 3 17921 3 18177 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,34817 1 35073 2 35329 3 35585 3 35841 3 36097 4 36353 3 36609 3 36865 3 37121 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,43009 4 43265 7 43521 8 43777 9 44033 10 44289 11 44545 11 44801 11 45057 11 45313 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,52737 1 52993 3 53249 3 53505 4 53761 5 54017 5 54273 5 54529 6 54785 6 55041 6 55297 6 55553 6 55809 6 56065 5 56321 5 56577 5 56833 4 57089 4 57345 3 57601 3 57857 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,59393 2 59649 3 59905 3 60161 3 60417 3 60673 3 60929 4 61185 5 61441 5 61697 5 61953 6 62209 6 62465 6 62721 5 62977 5 63233 5 63489 5 63745 5 64001 4 64257 4 64513 4 64769 4 65025 3 65281 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51980 3 52235 6 52490 7 52745 9 53000 10 53256 10 53512 10 53768 9 54024 8 54281 6 54538 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36905 5 37159 8 37415 9 37670 11 37925 13 38181 13 38436 14 38691 15 38946 16 39191 26 39445 28 39700 29 39954 30 40209 30 40464 31 40720 30 40975 30 41231 28 41487 27 41743 25 41999 24 42255 24 42511 24 42767 24 43024 22 43280 22 43537 20 43794 18 44051 15 44308 13 44565 10 44822 7 45082 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,52001 5 52255 10 52510 12 52765 13 53020 15 53276 15 53531 16 53787 16 54043 16 54298 17 54554 18 54810 18 55066 19 55322 21 55578 22 55835 22 56092 21 56352 18 56610 16 56866 16 57123 16 57380 15 57636 15 57893 13 58149 13 58405 13 58661 14 58916 18 59172 18 59427 20 59683 21 59939 21 60195 22 60451 22 60707 22 60963 21 61219 21 61475 21 61731 21 61987 20 62243 20 62500 18 62756 17 63012 16 63268 16 63524 16 63779 17 64035 17 64291 17 64547 18 64802 19 65058 20 65314 20
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,10021 7 10275 11 10530 13 10785 15 11041 16 11296 18 11551 19 11807 19 12062 21 12317 22 12573 22 12829 23 13085 23 13341 23 13597 22 13853 22 14109 22 14365 22 14621 22 14879 20 15135 19 15392 18 15648 17 15905 15 16161 13 16418 10 16676 6 16934 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,29219 5 29474 7 29729 9 29985 10 30241 10 30497 10 30753 11 31009 11 31266 10 31522 10 31778 10 32034 10 32291 8 32548 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46388 6 46642 10 46896 13 47151 15 47405 18 47660 19 47916 19 48172 19 48427 20 48683 19 48939 19 49195 18 49452 17 49708 17 49964 17 50221 16 50477 16 50734 14 50990 14 51247 13 51504 12 51761 11 52019 8 52277 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20273 4 20527 8 20782 10 21037 12 21292 13 21548 13 21804 13 22060 14 22316 14 22572 13 22829 12 23085 12 23342 10 23599 8 23856 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,38207 5 38461 8 38716 10 38971 11 39226 13 39481 14 39736 16 39992 16 40247 17 40503 17 40758 18 41014 18 41270 18 41526 18 41781 18 42037 18 42293 17 42549 17 42805 16 43062 13 43320 10 43579 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,65340 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,26437 4 26691 8 26947 9 27203 10 27458 11 27714 11 27970 11 28226 12 28482 12 28739 10 28995 10 29252 7 29509 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,27511 9 27765 13 28020 15 28275 17 28530 19 28786 19 29041 20 29297 19 29553 19 29809 18 30066 17 30322 16 30579 14 30835 13 31093 10 31350 8 31608 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,4985 3 5239 7 5494 11 5749 13 6005 14 6260 16 6516 17 6772 17 7028 17 7285 16 7541 16 7797 16 8052 17 8309 16 8565 16 8821 15 9078 14 9335 12 9592 9 9850 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20364 7 20617 11 20872 13 21127 15 21382 17 21638 18 21893 19 22149 19 22404 20 22660 20 22916 20 23172 19 23429 18 23685 17 23942 15 24199 12 24458 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2961 3 3216 6 3471 8 3727 9 3982 11 4238 12 4494 13 4750 14 5006 15 5263 15 5519 16 5776 16 6032 16 6290 15 6546 15 6803 15 7061 13 7320 10 7578 8 7836 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9888 9 10143 13 10398 15 10653 17 10909 18 11164 19 11420 20 11669 1 11675 21 11922 30 12177 31 12432 32 12688 31 12943 32 13199 30 13454 29 13710 22 13966 21 14222 20 14478 19 14734 19 14991 18 15247 17 15504 16 15762 13 16026 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,154 14 410 14 667 12 924 11 1182 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,30637 3 30891 7 31146 9 31401 10 31657 11 31912 13 32168 13 32424 13 32679 15 32935 15 33191 15 33447 14 33704 13 33960 12 34217 10 34473 9 34731 6 34989 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,16051 8 16306 10 16560 13 16815 14 17070 16 17325 18 17580 20 17836 20 18092 20 18348 20 18605 18 18861 18 19118 16 19375 15 19632 13 19889 11 20147 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,22193 2 22448 6 22703 8 22958 11 23213 13 23469 14 23725 15 23981 15 24237 16 24493 17 24749 17 25005 17 25262 16 25519 14 25778 6 25785 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,5049 4 5304 6 5559 8 5814 11 6069 16 6325 17 6580 20 6836 21 7093 20 7350 19 7607 17 7863 17 8120 15 8376 15 8633 12 8889 7 9147 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,193 17 449 17 705 17 961 16 1218 15 1475 13 1732 12 1991 8 2248 6 2506 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,8922 7 9176 11 9431 13 9686 15 9941 17 10197 17 10453 17 10709 17 10965 17 11221 17 11477 16 11734 15 11990 14 12246 12 12503 9 12760 6 13016 5 13270 6 13524 11 13779 14 14033 17 14288 20 14543 22 14798 24 15054 24 15309 26 15565 27 15821 28 16077 29 16333 29 16590 29 16846 29 17102 29 17359 29 17615 29 17872 28 18129 27 18386 26 18643 25 18902 22 19162 18 19421 14 19679 11 19937 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,25813 5 26067 8 26321 12 26576 15 26831 17 27087 18 27342 20 27598 20 27854 20 28111 19 28367 19 28623 19 28879 19 29136 17 29392 17 29649 15 29906 14 30164 10 30423 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,40407 5 40662 10 40916 13 41170 16 41426 17 41681 18 41937 18 42193 18 42449 18 42705 18 42961 19 43217 19 43473 3 43478 14 43729 3 43735 13 43985 3 43991 13 44247 13 44503 12 44759 11 45015 9 45272 6 45528 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2528 5 2783 9 3038 12 3294 12 3549 14 3805 14 4061 14 4317 14 4573 14 4829 14 5086 12 5343 11 5601 8
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,62435 5 62689 9 62944 12 63199 14 63454 16 63710 17 63966 17 64221 19 64477 19 64733 19 64989 20 65245 20 65501 19
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,32232 13 32486 15 32740 17 32994 19 33250 19 33505 20 33761 20 34017 19 34273 19 34529 19 34786 17 35042 17 35299 16 35555 16 35812 14 36069 12 36327 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,48105 4 48359 9 48614 11 48868 14 49124 15 49380 16 49636 16 49892 17 50148 17 50403 19 50659 19 50915 19 51171 18 51428 17 51684 16 51941 14 52198 11 52456 8 52714 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20458 11 20713 13 20968 16 21224 16 21480 17 21736 17 21991 19 22247 19 22503 19 22759 19 23015 19 23271 19 23527 19 23784 17 24040 17 24297 15 24553 13 24810 11 25067 8 25324 6 25582 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,38638 7 38892 12 39147 14 39402 16 39658 17 39913 18 40168 20 40424 21 40680 21 40936 21 41193 20 41450 19 41707 18 41965 15 42226 10 42484 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9975 4 10229 7 10485 8 10740 10 10997 11 11253 12 11509 12 11766 11 12023 10 12280 9 12538 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,32768 1 33023 2 33279 2 33535 2 33791 2 34047 2 34303 2 34560 1
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,47625 6 47880 8 48135 10 48391 11 48646 12 48902 12 49158 12 49414 12 49670 11 49926 11 50183 9 50439 9 50697 5
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,28424 6 28679 9 28935 10 29191 11 29447 12 29704 11 29962 9 30219 7 30476 6 30733 4 30990 2
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,9770 9 10022 14 10277 16 10532 18 10788 19 11044 20 11301 19 11558 18 11817 15 12076 11 12335 7
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,35124 4 35378 8 35633 10 35889 11 36145 12 36401 12 36657 12 36913 13 37169 12 37425 12 37682 10 37939 8 38196 5
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,45628 4 45883 6 46138 8 46393 10 46649 11 46904 13 47160 13 47416 13 47672 13 47928 13 48185 12 48442 11 48702 6 48960 3
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,20034 4 20289 8 20544 10 20799 12 21055 12 21311 13 21567 13 21823 13 22079 13 22335 13 22591 12 22848 11 23105 9 23362 7
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,37458 3 37712 6 37967 8 38222 10 38478 10 38734 10 38990 9 39246 8 39503 6 39761 2
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,23130 6 23384 9 23640 9 23895 9 24151 6 24406 5 24662 4 24919 3
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,212 13 468 13 732 3
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,34307 5 34561 8 34817 9 35073 9 35329 10 35585 10 35841 10 36097 9 36353 9 36609 7 36865 4
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,58125 4 58379 8 58634 10 58889 11 59145 11 59401 11 59657 11 59913 10 60169 10 60425 10 60682 8 60939 6
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,28275 2 28529 6 28784 8 29040 8 29296 8 29552 8 29809 7 30066 5 30324 1
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,31611 4 31866 6 32122 7 32378 7 32634 6 32890 6 33148 2
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,38079 4 38334 6 38589 8 38844 9 39100 9 39353 12 39607 13 39862 12 40118 9 40374 8 40629 9 40886 7 41142 6 41399 4
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,37586 5 37840 11 38095 14 38351 14 38607 15 38863 15 39119 15 39375 15 39632 14 39888 13 40143 14 40398 15 40654 15 40910 16 41165 17 41421 17 41678 16 41934 16 42191 14 42449 11 42705 10 42962 8 43220 4
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,43989 2 44243 6 44498 8 44753 10 45009 10 45264 11 45520 11 45777 10 46033 11 46289 11 46545 11 46802 9 47059 7
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,43752 6 44002 12 44257 14 44512 16 44768 16 45023 18 45279 18 45535 18 45791 18 46048 17 46314 7 46570 7 46827 5 47085 1
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,39656 1 39909 6 40165 6 40420 7 40675 8 40931 8 41187 8 41443 7 41700 5
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,34793 4 35048 6 35059 2 35303 8 35314 4 35559 8 35570 5 35815 8 35825 7 36071 8 36081 7 36328 7 36337 7 36584 8 36593 7 36842 15 37098 15 37354 15 37610 14 37867 9 38123 9 38380 8 38638 5
0ed3555a4bd48046d3b63d8baf03a5aa97e523aa483aaa07459e7afa39fb96c6,19199 2 19454 3 19710 3 19967 2 20223 2 20479 2 20735 2 20991 2 21246 3 21502 3 21758 3 22015 2 22271 2
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,1 123 513 123 1025 121 1537 120 2049 120 2561 120 2686 2 3073 129 3585 129 4097 129 4609 128 5121 126 5633 82 5716 25 5743 14 6145 80 6228 9 6239 13 6255 5 6263 6 6657 80 6740 8 6752 12 6766 5 6776 5 7169 80 7252 8 7264 4 7270 6 7278 5 7289 4 7681 79 7764 8 7776 3 7782 5 7789 6 7801 4 7808 2 8193 79 8278 6 8287 2 8294 5 8301 7 8313 4 8320 2 8705 78 8794 2 8806 4 8814 6 8825 4 8831 3 9217 78 9317 5 9326 5 9337 8 9729 76 9829 4 9840 2 9850 7 10241 75 10341 4 10362 6 10753 74 10875 5 11265 74 11387 5 11777 74 11898 5 12289 74 12410 5 12801 74 12923 3 13313 74 13828 71 14342 69 14855 68 15368 66 15881 64 16394 63 16907 62 17419 62 17932 62 18446 1 18450 56 18963 55 19476 54 19988 53 20501 52 21013 51 21527 48 22040 47 22553 47 23066 47 23578 42 23622 3 24092 40 24134 3 24615 29 24647 2 25128 32 25640 33 26154 11 26166 19 26670 4 26678 22 27190 23 27702 9 27712 8 27721 4 28219 3 28225 6 28234 3 28738 5 28747 2 29246 9 29259 2 29758 9 30270 8 30783 6 31296 4
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,17409 1 17921 2 18433 3 18945 3 19457 3 19969 3 20481 3 20993 4 21505 4 22017 4 22529 5 23041 6 23553 7 24065 8 24577 11 25089 11 25601 12 26113 11 26625 10 27137 2 27141 7 27649 13 28161 13 28673 14 29185 14 29697 14 30209 6 30217 5 30721 6 30729 4 31233 11 31745 11 32257 12 32769 12 33281 6 33290 4 33802 4 34315 4 34828 3 35340 3 35852 3 36365 2
0f1f896d9ae5a04752d3239c690402c022db4d72c0d2c087d73380896f72c466,35329 3 35841 7 36353 7 36865 7 37377 7 37889 7 38401 5 38913 2
