ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,118364 9 118881 12 119399 14 119918 15 120436 17 120955 18 121474 18 121992 20 122511 20 123030 20 123549 20 124068 20 124587 19 125106 20 125625 20 126144 20 126663 20 127182 19 127701 19 128221 18 128740 18 129260 16 129780 14 130302 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,5239 8 5756 13 6273 18 6791 21 7309 24 7827 38 8346 42 8865 43 9383 46 9902 47 10421 49 10940 49 11459 49 11978 49 12497 49 13016 49 13535 50 14053 51 14572 51 15091 51 15610 51 16129 52 16648 52 17167 53 17686 53 18205 53 18724 54 19243 54 19762 53 20281 54 20800 27 20832 22 21319 27 21351 22 21839 25 21870 22 22358 25 22390 21 22878 23 22910 19 23398 20 23429 18 23918 17 23950 15 24439 13 24471 11 24967 1 24995 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,26532 2 27049 11 27566 15 28084 17 28601 21 29119 23 29637 24 30155 26 30673 27 31192 28 31709 29 32228 29 32746 30 33265 29 33784 29 34303 29 34821 29 35340 28 35859 27 36377 27 36896 27 37414 27 37933 26 38452 25 38971 24 39491 23 40010 22 40530 20 41050 17 41570 15 42093 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,45228 12 45744 18 46261 22 46779 24 47297 26 47815 28 48334 28 48852 30 49371 30 49890 30 50409 30 50927 31 51446 32 51965 31 52484 30 53004 29 53523 28 54043 27 54563 24 55084 21 55606 16 56128 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,61852 8 62368 14 62886 17 63404 20 63921 23 64439 24 64958 25 65476 26 65995 26 66513 28 67032 28 67550 29 68068 30 68587 30 69105 31 69624 31 70143 31 70662 31 71180 32 71699 31 72218 31 72737 31 73257 29 73777 28 74296 28 74815 28 75335 26 75855 25 76374 25 76894 24 77413 24 77933 22 78453 20 78973 18 79493 16 80013 13 80534 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,605 6 1123 9 1641 12 2160 13 2680 11 3201 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,21427 9 21943 14 22461 18 22978 21 23495 23 24001 36 24517 40 25034 43 25553 44 26071 46 26589 47 27107 49 27626 49 28145 50 28664 51 29183 51 29703 50 30222 50 30741 50 31261 49 31780 49 32300 48 32819 48 33339 46 33858 45 34377 44 34897 40 35417 37 35937 29 36457 23 36977 19 37498 16 38019 11 38541 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,49959 10 50474 16 50992 18 51508 23 52026 24 52544 25 53062 26 53581 27 54099 28 54617 29 55136 29 55654 30 56173 30 56691 31 57210 30 57728 31 58247 31 58766 31 59285 31 59804 30 60323 29 60842 28 61361 28 61880 28 62400 26 62919 25 63439 23 63958 23 64478 21 64997 20 65518 16 66038 14 66559 10 67083 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,127 23 644 29 1163 31 1682 31 2202 29 2721 29 3241 28 3760 28 4280 26 4800 25 5320 24 5839 23 6359 22 6879 20 7399 18 7920 15 8442 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,165 20 681 25 1200 26 1719 27 2239 27 2759 27 3279 26 3799 25 4319 24 4839 23 5359 22 5878 22 6398 22 6917 22 7437 21 7956 21 8475 21 8995 20 9514 20 10035 17 10555 16 11075 13 11596 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,57271 8 57786 17 58304 19 58821 22 59339 24 59857 27 60376 27 60894 28 61413 28 61932 29 62451 29 62970 29 63489 29 64008 28 64528 27 65048 26 65568 24 66088 22 66607 21 67127 19 67648 15 68169 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,62501 6 63017 12 63534 17 64052 20 64569 22 65087 24 65606 24 66125 24 66643 25 67162 25 67681 25 68200 25 68719 25 69238 25 69757 25 70275 26 70794 26 71313 26 71833 25 72352 25 72871 25 73390 24 73909 24 74427 25 74946 24 75465 23 75984 23 76503 23 77022 23 77541 23 78061 22 78580 22 79099 21 79618 21 80137 21 80656 21 81175 21 81695 19 82214 18 82734 16 83254 14 83775 11 84298 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,29309 9 29825 16 30343 19 30861 21 31380 22 31899 23 32418 24 32937 25 33456 26 33975 27 34494 28 35013 29 35513 7 35532 29 36029 14 36050 30 36547 51 37065 52 37583 53 38102 52 38620 53 39138 53 39657 52 40176 51 40695 28 40725 20 41213 26 41248 14 41732 25 41769 10 42251 25 42770 24 43289 23 43808 23 44327 22 44846 21 45365 21 45885 19 46405 17 46926 13 47447 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,226 27 742 33 1261 34 1779 36 2298 36 2817 36 3336 36 3856 35 4376 34 4895 33 5415 32 5935 31 6454 31 6974 30 7493 29 8012 29 8532 28 9051 27 9570 26 10090 24 10609 24 11129 22 11648 22 12169 19 12688 18 13209 14 13730 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113915 5 114431 10 114948 15 115465 19 115983 22 116501 23 117019 25 117537 26 118054 28 118572 29 119091 29 119608 31 120126 33 120645 33 121163 36 121681 39 122200 42 122718 45 123236 48 123755 50 124274 50 124793 51 125311 53 125830 53 126349 54 126868 54 127388 53 127907 53 128426 54 128946 53 129467 51 129988 49 130511 44 131047 24
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,83811 7 84327 13 84844 17 85361 21 85879 24 86398 25 86916 27 87435 27 87953 29 88472 30 88992 29 89511 29 90030 29 90550 28 91069 28 91588 28 92107 28 92627 27 93146 27 93665 26 94186 23 94707 19 95228 16 95750 10 96273 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,52685 10 53201 15 53718 22 54235 25 54752 29 55270 31 55788 33 56306 35 56825 35 57343 37 57862 38 58381 39 58900 39 59419 39 59938 39 60457 39 60976 39 61495 39 62014 38 62533 37 63053 36 63573 34 64093 33 64613 31 65134 27 65655 22 66178 14
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,23653 3 24166 16 24683 19 25200 23 25717 26 26235 28 26753 29 27270 31 27788 32 28307 32 28825 33 29344 33 29862 34 30381 34 30899 35 31418 35 31936 36 32455 36 32974 36 33493 36 34012 35 34532 34 35051 33 35571 31 36090 31 36610 29 37130 27 37651 24 38171 21 38692 16 39214 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,71438 13 71955 18 72472 22 72990 23 73508 25 74025 28 74543 30 75061 32 75579 33 76097 34 76615 35 77133 36 77651 37 78169 38 78688 38 79206 39 79699 8 79725 39 80215 15 80244 39 80733 20 80763 38 81250 24 81281 38 81768 27 81799 38 82287 68 82806 67 83325 66 83845 64 84364 63 84883 61 85402 60 85921 58 86440 32 86475 20 86960 29 86998 14 87479 28 87999 26 88519 25 89038 24 89558 21 90079 17 90603 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113451 8 113967 15 114484 19 115001 22 115519 24 116038 25 116556 27 117075 28 117593 29 118111 31 118630 31 119149 32 119667 33 120186 33 120705 34 121224 35 121743 35 122262 36 122781 36 123302 34 123822 33 124342 32 124862 31 125383 29 125903 27 126422 27 126942 25 127461 25 127980 26 128498 26 129017 26 129536 27 130055 27 130574 26 131095 20
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,330 11 845 20 1362 24 1880 26 2398 28 2916 30 3434 32 3953 33 4471 34 4990 34 5509 34 6027 35 6546 36 7066 34 7585 34 8105 33 8625 32 9145 30 9664 30 10184 29 10703 29 11221 30 11740 30 12258 31 12777 32 13295 33 13814 33 14332 34 14851 35 15369 36 15888 36 16407 36 16926 35 17445 35 17964 35 18483 35 19002 35 19522 34 20041 33 20560 33 21079 32 21599 31 22118 30 22638 29 23158 28 23677 27 24197 24 24718 20 25240 15 25762 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,101547 6 102063 12 102581 15 103099 17 103617 19 104136 21 104654 22 105173 23 105691 24 106210 24 106729 24 107248 24 107766 26 108285 27 108804 26 109323 26 109842 26 110360 27 110879 27 111398 26 111917 26 112437 25 112956 23 113476 21 113997 18 114517 16 115040 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,40305 14 40822 19 41339 24 41857 27 42375 29 42893 31 43411 32 43930 33 44449 33 44968 33 45487 33 46006 33 46525 33 47044 33 47563 33 48082 33 48601 32 49121 31 49641 29 50161 27 50681 24 51203 19 51732 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,125443 9 125960 12 126477 16 126994 19 127513 20 128031 21 128549 23 129068 23 129588 22 130107 21 130627 19 131148 14
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,90699 12 91216 15 91734 18 92253 19 92771 21 93290 22 93809 23 94328 23 94847 24 95366 24 95884 25 96403 25 96922 26 97440 27 97958 28 98476 28 98990 33 99505 37 100022 38 100540 38 101058 39 101576 39 102094 39 102613 37 103132 35 103650 32 104169 27 104688 25 105207 24 105726 23 106244 24 106762 24 107281 24 107799 25 108318 24 108837 24 109355 25 109874 25 110393 25 110911 26 111430 25 111949 25 112468 24 112987 23 113506 22 114026 20 114546 18 115067 14 115588 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,9202 10 9718 15 10235 19 10752 23 11270 24 11788 26 12307 26 12825 28 13343 29 13861 30 14379 31 14898 31 15417 31 15935 32 16454 32 16973 32 17492 32 18011 31 18530 31 19049 31 19568 30 20087 29 20606 29 21125 29 21644 28 22164 26 22683 26 23202 25 23723 22 24243 20 24763 18 25284 13
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,401 18 917 24 1435 26 1954 27 2472 29 2991 28 3510 28 4030 27 4549 26 5069 25 5589 24 6109 23 6630 21 7150 19 7672 14 8195 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114077 5 114593 11 115110 15 115628 18 116146 20 116664 21 117182 23 117701 23 118220 22 118739 21 119257 22 119776 22 120295 22 120813 22 121332 23 121850 24 122368 24 122887 24 123406 24 123924 25 124443 24 124962 24 125480 25 125999 24 126041 7 126517 25 126555 16 127036 25 127071 21 127554 28 127588 27 128073 63 128592 64 129112 64 129631 24 129656 39 130151 22 130177 37 130671 17 130697 34 131193 8 131220 26
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,46603 11 47119 16 47635 21 48152 25 48669 28 49188 29 49706 30 50224 32 50743 32 51262 33 51781 33 52300 33 52819 33 53339 32 53858 32 54378 30 54897 29 55417 28 55937 26 56458 22 56980 15
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,19623 1 20137 12 20654 17 21172 19 21690 22 22208 24 22727 24 23245 26 23763 27 24282 27 24800 28 25319 28 25838 28 26357 28 26876 28 27395 28 27913 29 28432 29 28951 29 29470 29 29988 30 30507 30 31026 30 31545 29 32064 29 32584 27 33103 26 33622 25 34142 23 34661 22 35182 18 35703 14 36226 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,66355 14 66869 23 67385 29 67903 31 68420 34 68939 34 69458 35 69977 35 70496 35 71015 35 71534 35 72054 34 72574 32 73094 30 73614 29 74135 26 74656 23 75178 17 75701 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,109437 8 109953 13 110471 16 110989 18 111507 21 112025 23 112543 24 113062 25 113581 25 114100 26 114619 26 115139 26 115658 27 116178 26 116697 26 117217 26 117737 25 118256 26 118775 26 119295 26 119814 26 120334 25 120853 25 121373 24 121893 23 122413 21 122933 19 123454 15 123976 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,450 21 966 26 1485 27 2004 28 2523 28 3042 27 3562 25 4081 24 4601 23 5120 23 5640 21 6160 20 6679 19 7199 16 7721 11 8243 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,80398 9 80915 14 81432 18 81949 21 82467 24 82985 27 83504 29 84023 31 84541 33 85060 34 85579 37 86099 38 86618 39 87137 40 87656 42 88175 43 88695 43 89214 44 89734 43 90254 43 90774 42 91293 42 91812 41 92331 41 92850 41 93368 41 93883 42 94396 46 94910 49 95426 49 95944 48 96463 48 96981 48 97500 48 98020 46 98540 44 99060 42 99580 40 100100 38 100621 35 101142 31 101663 28 102185 22 102709 14
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,25382 8 25895 18 26412 26 26929 40 27447 46 27965 50 28483 53 29002 54 29520 56 30039 56 30557 57 31076 58 31594 59 32113 59 32632 59 33151 59 33670 59 34189 59 34707 60 35227 60 35746 60 36265 59 36784 59 37303 59 37822 59 38341 59 38861 58 39380 58 39900 56 40421 53 40942 49 41474 35 41998 27 42520 22 43041 17
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,51358 7 51874 11 52392 13 52911 15 53429 16 53948 16 54467 16 54986 16 55505 16 56024 16 56544 15 57063 15 57582 15 58101 15 58620 15 59139 15 59658 16 60177 16 60696 16 61215 17 61734 17 62253 18 62772 17 63292 15 63812 14 64332 11 64853 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,499 15 1015 21 1534 22 2053 21 2573 19 3094 16 3616 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,44628 5 45145 8 45663 9 46181 11 46700 11 47219 11 47738 11 48257 11 48777 9 49296 9 49816 8 50336 6 50856 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,1538 3 1573 4 1794 4 1825 11 2049 6 2080 14 2305 7 2335 17 2561 8 2579 5 2590 19 2817 8 2832 11 2844 22 3073 9 3087 36 3329 9 3341 38 3585 50 3841 51 4097 51 4353 52 4609 52 4865 52 5121 52 5377 52 5634 51 5890 51 6146 51 6403 49 6661 46 6920 42 7177 40 7433 38 7690 26 7948 18 8206 13 8464 10
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,12802 6 13057 8 13313 8 13569 9 13825 9 14081 10 14337 10 14593 11 14849 11 15105 11 15361 12 15617 12 15873 12 16129 12 16385 12 16641 11 16897 11 17153 10 17409 10 17665 10 17921 9 18177 9 18433 9 18689 8 18945 8 19201 7 19458 5 19714 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,33538 3 33794 4 34049 6 34305 7 34561 8 34817 8 35073 8 35329 8 35585 8 35841 9 36097 9 36353 9 36609 8 36865 8 37121 8 37377 8 37633 8 37889 7 38146 5 38403 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,43011 4 43266 6 43521 9 43777 10 44033 11 44289 11 44545 11 44801 11 45057 11 45314 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,49667 3 49922 5 50178 6 50434 7 50690 7 50946 8 51203 12 51463 10 51720 11 51976 11 52231 12 52487 12 52742 13 52994 17 53250 17 53505 18 53761 18 54017 17 54273 16 54529 16 54785 14 55041 8 55297 8 55553 7 55809 7 56065 7 56321 7 56577 6 56833 6 57089 6 57345 5 57601 4 57858 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,58883 1 59138 3 59394 4 59649 5 59905 6 60161 6 60417 6 60673 6 60929 6 61185 7 61441 7 61697 8 61953 8 62209 8 62465 8 62721 7 62977 7 63233 7 63489 7 63745 7 64001 7 64257 7 64513 6 64769 6 65025 5 65282 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36649 6 36903 10 37158 12 37413 14 37669 14 37925 14 38180 15 38436 15 38679 5 38691 15 38934 28 39188 29 39443 30 39698 31 39953 31 40209 30 40464 30 40719 30 40975 29 41231 28 41487 27 41743 26 41999 26 42255 26 42511 26 42768 25 43025 23 43281 22 43538 20 43795 18 44052 16 44309 12 44565 10 44822 8 45080 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9767 4 10021 9 10275 14 10530 15 10785 17 11040 19 11295 20 11550 21 11805 23 12060 24 12315 25 12571 26 12826 27 13082 13 13096 13 13338 27 13594 27 13849 14 13864 13 14105 28 14361 28 14617 27 14874 26 15130 25 15388 23 15645 21 15902 19 16159 17 16417 12 16673 11 16931 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51744 9 51999 11 52253 15 52508 16 52763 17 53019 18 53275 18 53531 18 53786 20 54042 20 54298 21 54553 23 54809 25 55065 26 55321 27 55577 28 55833 28 56090 27 56347 27 56604 26 56862 24 57119 23 57376 23 57633 22 57889 22 58146 21 58402 22 58658 23 58914 23 59169 24 59425 25 59680 26 59936 27 60192 27 60448 27 60704 27 60960 27 61216 26 61472 26 61727 27 61983 26 62239 26 62495 25 62751 25 63007 24 63262 24 63518 24 63774 25 63807 3 64030 26 64060 9 64286 41 64542 42 64798 43 65055 42 65313 40
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28707 5 28962 8 29217 10 29472 12 29727 13 29983 14 30239 14 30495 14 30751 14 31008 14 31264 14 31521 13 31777 14 32033 13 32289 13 32546 11 32803 10 33061 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46643 9 46898 11 47151 16 47405 18 47660 19 47915 20 48171 20 48426 21 48682 20 48938 19 49194 19 49451 18 49707 18 49963 18 50220 18 50476 18 50732 18 50989 17 51245 17 51502 16 51760 14 52017 12 52275 10 52533 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20527 7 20782 9 21037 11 21293 12 21549 12 21805 12 22061 12 22317 12 22573 12 22829 12 23086 10 23343 8 23600 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,37695 5 37949 10 38204 11 38458 14 38714 15 38969 16 39225 16 39481 16 39736 17 39991 19 40247 19 40503 19 40758 20 41014 21 41270 20 41525 21 41781 21 42036 21 42292 21 42548 20 42804 19 43061 17 43318 15 43576 11 43835 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,25924 4 26178 9 26433 11 26689 12 26945 13 27200 14 27456 15 27712 15 27968 15 28224 15 28480 15 28736 15 28993 13 29249 13 29506 11 29764 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,26743 9 26997 13 27252 17 27507 18 27762 20 28017 22 28273 22 28528 23 28784 23 29039 24 29295 24 29551 24 29807 24 30064 22 30320 21 30577 20 30833 18 31090 17 31347 14 31604 12 31863 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,4727 7 4982 10 5237 13 5492 16 5747 18 6003 18 6259 18 6515 19 6771 19 7027 20 7283 20 7539 20 7795 20 8051 20 8307 20 8563 19 8819 19 9076 18 9333 16 9589 16 9847 13 10105 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,19599 3 19853 7 20105 13 20360 15 20614 18 20869 20 21125 20 21380 22 21635 23 21891 24 22147 24 22403 24 22659 24 22915 23 23171 23 23427 22 23683 22 23940 20 24197 18 24454 16 24712 11 24971 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2448 3 2702 8 2957 10 3213 11 3468 13 3724 15 3980 15 4236 17 4492 18 4749 18 5005 20 5261 21 5517 21 5774 21 6031 21 6288 20 6544 21 6801 20 7058 19 7316 17 7574 14 7833 10 8090 9 8350 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9122 3 9376 13 9631 16 9886 18 10141 20 10397 20 10652 21 10907 23 11163 24 11411 5 11418 25 11665 34 11920 35 12175 36 12431 36 12686 37 12942 36 13197 36 13453 36 13709 34 13965 30 14221 23 14477 22 14733 22 14990 21 15246 20 15503 18 15760 17 16023 9 16282 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,153 15 408 17 665 16 921 16 1179 14 1436 12 1696 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,29356 5 29610 9 29865 12 30120 13 30375 15 30631 16 30886 17 31142 18 31397 20 31653 20 31909 20 32165 20 32421 20 32677 20 32933 21 33189 21 33445 21 33701 21 33957 20 34214 19 34471 17 34727 16 34984 13 35241 11 35501 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,21420 6 21676 10 21931 13 22186 16 22441 19 22697 20 22953 21 23209 22 23465 23 23721 23 23977 24 24233 24 24489 24 24745 24 25001 24 25257 24 25514 23 25771 21 26027 21 26284 18 26541 16 26799 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,15539 9 15793 12 16047 15 16302 17 16557 18 16812 20 17067 22 17323 22 17579 22 17834 23 18090 23 18346 23 18603 22 18859 22 19116 20 19372 19 19630 17 19887 15 20145 9 20404 3
